gene,disease,human_uid,match_uid,match_species,score,h_gini,m_gini,h_n,m_n,h_conc,m_conc,h_falpha,m_falpha
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,Q08DJ5,cow,95,0.9529,0.9341,792,786,203.0,220.0,0.19,0.21
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,Q6URK6,cow,95,0.9529,0.9377,792,779,203.0,166.0,0.19,0.21
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,P33146,mouse,95,0.9529,0.9494,792,780,203.0,395.0,0.19,0.19
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,P70407,mouse,95,0.9529,0.9491,792,782,203.0,340.0,0.19,0.21
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,Q63315,rat,95,0.9529,0.9392,792,809,203.0,220.0,0.19,0.21
PCSK9,"Hypercholesterolemia, familial, 3",Q8NBP7,O48709,arabidopsis,95,0.9225,0.9205,688,701,208.0,276.0,0.24,0.22
PCSK9,"Hypercholesterolemia, familial, 3",Q8NBP7,P23293,yeast,95,0.9225,0.9237,688,653,208.0,168.0,0.24,0.24
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,P24503,chicken,95,0.9222,0.9034,897,909,218.0,190.0,0.18,0.18
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q5DRB4,chimp,95,0.9222,0.9226,897,928,218.0,114.0,0.18,0.18
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q5DRC2,chimp,95,0.9222,0.9276,897,927,218.0,122.0,0.18,0.18
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,P19534,cow,95,0.9222,0.9296,897,902,218.0,301.0,0.18,0.18
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q28060,cow,95,0.9222,0.9415,897,892,218.0,231.0,0.18,0.18
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,P70408,mouse,95,0.9222,0.9299,897,784,218.0,206.0,0.18,0.2
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q91XY4,mouse,95,0.9222,0.9142,897,926,218.0,125.0,0.18,0.17
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q9WTP5,mouse,95,0.9222,0.9278,897,809,218.0,205.0,0.18,0.19
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q9Z0M3,mouse,95,0.9222,0.9224,897,797,218.0,202.0,0.18,0.19
JPH3,Huntington disease-like 2,Q8WXH2,Q9ET77,mouse,95,0.9294,0.9166,744,740,216.0,211.0,0.17,0.17
CBLIF,Hereditary intrinsic factor deficiency,P27352,Q9HVL9,pseudomonas,95,0.9201,0.9149,413,368,217.0,187.0,0.5,0.5
CBLIF,Hereditary intrinsic factor deficiency,P27352,Q802V6,zebrafish,95,0.9201,0.9092,413,428,217.0,168.0,0.5,0.48
CAMTA1,Cerebellar dysfunction with variable cognitive and behavioral abnormalities,Q9Y6Y1,Q6P9K8,mouse,95,0.92,0.9124,1669,1427,197.0,176.0,0.24,0.24
CDH2,"Arrhythmogenic right ventricular dysplasia, familial, 14; Agenesis of corpus callosum, cardiac, ocular, and genital synd",P19022,P08641,chicken,95,0.9158,0.9257,902,883,165.0,316.0,0.19,0.17
CDH2,"Arrhythmogenic right ventricular dysplasia, familial, 14; Agenesis of corpus callosum, cardiac, ocular, and genital synd",P19022,P10288,chicken,95,0.9158,0.904,902,908,165.0,166.0,0.19,0.18
CDH2,"Arrhythmogenic right ventricular dysplasia, familial, 14; Agenesis of corpus callosum, cardiac, ocular, and genital synd",P19022,P24503,chicken,95,0.9158,0.9034,902,909,165.0,190.0,0.19,0.18
CDH2,"Arrhythmogenic right ventricular dysplasia, familial, 14; Agenesis of corpus callosum, cardiac, ocular, and genital synd",P19022,Q8UVJ7,chicken,95,0.9158,0.9197,902,861,165.0,131.0,0.19,0.16
CDH2,"Arrhythmogenic right ventricular dysplasia, familial, 14; Agenesis of corpus callosum, cardiac, ocular, and genital synd",P19022,Q8BM92,mouse,95,0.9158,0.9076,902,781,165.0,122.0,0.19,0.19
CDH2,"Arrhythmogenic right ventricular dysplasia, familial, 14; Agenesis of corpus callosum, cardiac, ocular, and genital synd",P19022,Q9Z0M3,mouse,95,0.9158,0.9224,902,797,165.0,202.0,0.19,0.19
GRIN2A,"Epilepsy, focal, with speech disorder and with or without impaired intellectual development",Q12879,Q5IS45,chimp,95,0.913,0.9147,1460,1460,167.0,100.0,0.28,0.27
GRIN2A,"Epilepsy, focal, with speech disorder and with or without impaired intellectual development",Q12879,A0A140LI67,mouse,95,0.913,0.9216,1460,1388,167.0,155.0,0.28,0.24
SEMA7A,"Cholestasis, progressive familial intrahepatic, 11",O75326,Q80X80,mouse,95,0.914,0.9167,662,702,160.0,188.0,0.22,0.21
SEMA7A,"Cholestasis, progressive familial intrahepatic, 11",O75326,A2ZNT5,rice,95,0.914,0.918,662,633,160.0,98.0,0.22,0.22
SEMA7A,"Cholestasis, progressive familial intrahepatic, 11",O75326,Q67UX0,rice,95,0.914,0.8959,662,631,160.0,175.0,0.22,0.22
HNF1A,Hepatic adenomas familial; Maturity-onset diabetes of the young 3; Type 1 diabetes mellitus 20,P20823,Q9LHN9,arabidopsis,95,0.9249,0.9195,627,601,173.0,198.0,0.26,0.32
UNC5C,Alzheimer disease,O95185,Q8K1S4,mouse,95,0.9244,0.9103,927,894,133.0,122.0,0.21,0.2
UNC5C,Alzheimer disease,O95185,Q8K1S3,mouse,95,0.9244,0.9097,927,941,133.0,99.0,0.21,0.19
UNC5C,Alzheimer disease,O95185,O08721,rat,95,0.9244,0.9053,927,894,133.0,157.0,0.21,0.2
SUN5,Spermatogenic failure 16,Q8TC36,P51173,dictyostelium,95,0.9327,0.924,375,357,205.0,110.0,0.37,0.37
SUN5,Spermatogenic failure 16,Q8TC36,P49935,mouse,95,0.9327,0.9258,375,329,205.0,145.0,0.37,0.36
SUN5,Spermatogenic failure 16,Q8TC36,Q4G075,rat,95,0.9327,0.923,375,375,205.0,175.0,0.37,0.38
LPL,"Hyperlipoproteinemia 1; Hyperlipidemia, familial combined, 3",P06858,I6YC58,tuberculosis,95,0.929,0.9384,471,451,175.0,224.0,0.38,0.38
PHOX2A,"Fibrosis of extraocular muscles, congenital, 2",O14813,Q62782,rat,95,0.9358,0.9164,280,277,150.0,123.0,0.25,0.26
COMP,Multiple epiphyseal dysplasia 1; Pseudoachondroplasia; Carpal tunnel syndrome 2,P49747,Q8L7F7,arabidopsis,95,0.9195,0.9221,753,735,182.0,133.0,0.23,0.24
NRXN1,Pitt-Hopkins-like syndrome 2; Schizophrenia 17,Q9ULB1,Q0V8T8,mouse,95,0.9223,0.9162,1473,1288,171.0,240.0,0.14,0.16
NRXN1,Pitt-Hopkins-like syndrome 2; Schizophrenia 17,Q9ULB1,Q6P9K9,mouse,95,0.9223,0.9313,1473,1567,171.0,178.0,0.14,0.13
NRXN1,Pitt-Hopkins-like syndrome 2; Schizophrenia 17,Q9ULB1,Q07310,rat,95,0.9223,0.9175,1473,1574,171.0,244.0,0.14,0.13
JAG1,"Alagille syndrome 1; Tetralogy of Fallot; Deafness, congenital heart defects, and posterior embryotoxon; Charcot-Marie-T",P78504,Q95ND4,cat,95,0.933,0.9311,1214,1206,163.0,191.0,0.16,0.13
JAG1,"Alagille syndrome 1; Tetralogy of Fallot; Deafness, congenital heart defects, and posterior embryotoxon; Charcot-Marie-T",P78504,Q63722,rat,95,0.933,0.9387,1214,1215,163.0,262.0,0.16,0.16
PRKCH,Ischemic stroke,P24723,P81187,cow,95,0.9153,0.9226,679,757,125.0,93.0,0.31,0.29
AIRE,"Autoimmune polyendocrine syndrome 1, with or without reversible metaphyseal dysplasia",O43918,Q9LX20,arabidopsis,95,0.9337,0.9303,541,524,180.0,152.0,0.23,0.24
HAAO,"Vertebral, cardiac, renal, and limb defects syndrome 1",P46952,P17207,fly,95,0.9233,0.9196,282,268,144.0,78.0,0.21,0.2
HAAO,"Vertebral, cardiac, renal, and limb defects syndrome 1",P46952,P48284,rat,95,0.9233,0.9303,282,305,144.0,195.0,0.21,0.19
HAAO,"Vertebral, cardiac, renal, and limb defects syndrome 1",P46952,O87663,salmonella,95,0.9233,0.9181,282,275,144.0,78.0,0.21,0.2
GBA1,Gaucher disease; Gaucher disease 1; Gaucher disease 2; Gaucher disease 3; Gaucher disease 3C; Gaucher disease perinatal ,P04062,Q01159,yeast,95,0.9298,0.9351,532,455,148.0,210.0,0.33,0.36
MFRP,"Nanophthalmos 2; Microphthalmia, isolated, 5",Q9BY79,O89103,mouse,95,0.9357,0.9416,575,640,117.0,155.0,0.21,0.2
MFRP,"Nanophthalmos 2; Microphthalmia, isolated, 5",Q9BY79,P15306,mouse,95,0.9357,0.9459,575,573,117.0,109.0,0.21,0.22
MFRP,"Nanophthalmos 2; Microphthalmia, isolated, 5",Q9BY79,Q9CZT5,mouse,95,0.9357,0.942,575,669,117.0,106.0,0.21,0.22
ARR3,"Myopia 26, X-linked, female-limited",P36575,Q9LUP7,arabidopsis,95,0.9065,0.9084,384,377,120.0,120.0,0.18,0.2
NFIA,Brain malformations with or without urinary tract defects,Q12857,Q02780,mouse,95,0.9618,0.9536,505,528,159.0,148.0,0.27,0.3
NFIA,Brain malformations with or without urinary tract defects,Q12857,P09414,rat,95,0.9618,0.9512,505,505,159.0,139.0,0.27,0.28
MOGS,Type IIb congenital disorder of glycosylation,Q13724,O88941,rat,95,0.9264,0.908,833,830,145.0,160.0,0.39,0.39
LRP8,Myocardial infarction 1,Q14114,Q54PT9,dictyostelium,95,0.9256,0.9296,959,928,141.0,257.0,0.19,0.18
LRP8,Myocardial infarction 1,Q14114,Q9JIR1,rat,95,0.9256,0.9288,959,1045,141.0,190.0,0.19,0.17
RTN4R,Schizophrenia,Q9BZR6,Q9ZQA3,arabidopsis,95,0.9394,0.9398,469,403,157.0,135.0,0.18,0.2
RTN4R,Schizophrenia,Q9BZR6,Q5XNS0,dog,95,0.9394,0.9392,469,441,157.0,128.0,0.18,0.17
RTN4R,Schizophrenia,Q9BZR6,Q99PI8,mouse,95,0.9394,0.9438,469,469,157.0,132.0,0.18,0.18
FBXW4,Split-hand/foot malformation 3,P57775,Q8S9J6,arabidopsis,95,0.9279,0.935,408,470,114.0,115.0,0.29,0.29
FBXW4,Split-hand/foot malformation 3,P57775,Q98938,chicken,95,0.9279,0.9244,408,404,114.0,98.0,0.29,0.33
FBXW4,Split-hand/foot malformation 3,P57775,O54965,mouse,95,0.9279,0.9357,408,377,114.0,81.0,0.29,0.29
FBXW4,Split-hand/foot malformation 3,P57775,Q63207,rat,95,0.9279,0.9362,408,478,114.0,125.0,0.29,0.27
FBXW4,Split-hand/foot malformation 3,P57775,Q0IU52,rice,95,0.9279,0.9209,408,406,114.0,103.0,0.29,0.27
FBXW4,Split-hand/foot malformation 3,P57775,Q6ZLK0,rice,95,0.9279,0.9202,408,435,114.0,85.0,0.29,0.31
NTRK2,"Developmental and epileptic encephalopathy 58; Obesity, hyperphagia, and developmental delay",Q16620,C0LGD8,arabidopsis,95,0.9158,0.9194,818,860,122.0,117.0,0.28,0.34
NTRK2,"Developmental and epileptic encephalopathy 58; Obesity, hyperphagia, and developmental delay",Q16620,Q9SR05,arabidopsis,95,0.9158,0.901,818,846,122.0,118.0,0.28,0.28
NTRK2,"Developmental and epileptic encephalopathy 58; Obesity, hyperphagia, and developmental delay",Q16620,Q8C9X6,mouse,95,0.9158,0.91,818,809,122.0,70.0,0.28,0.28
NTRK2,"Developmental and epileptic encephalopathy 58; Obesity, hyperphagia, and developmental delay",Q16620,Q498D6,rat,95,0.9158,0.9076,818,796,122.0,134.0,0.28,0.26
SOHLH1,Spermatogenic failure 32; Ovarian dysgenesis 5,Q5JUK2,Q6K439,rice,95,0.9361,0.9374,324,315,108.0,104.0,0.22,0.26
SOHLH1,Spermatogenic failure 32; Ovarian dysgenesis 5,Q5JUK2,Q90267,zebrafish,95,0.9361,0.9457,324,334,108.0,130.0,0.22,0.15
SLITRK1,Trichotillomania,Q96PX8,Q8R534,mouse,95,0.9315,0.9268,692,802,109.0,97.0,0.26,0.27
LDLR,"Hypercholesterolemia, familial, 1",P01130,P98165,chicken,95,0.9432,0.9461,856,859,149.0,227.0,0.21,0.22
LDLR,"Hypercholesterolemia, familial, 1",P01130,P98156,mouse,95,0.9432,0.9304,856,869,149.0,144.0,0.21,0.19
LDLR,"Hypercholesterolemia, familial, 1",P01130,P35952,rat,95,0.9432,0.9558,856,875,149.0,118.0,0.21,0.2
CHM,Choroideremia,P24386,Q811Q4,mouse,95,0.9213,0.9194,649,759,133.0,119.0,0.31,0.27
IFNAR2,Immunodeficiency 45,P48551,P14753,mouse,95,0.9231,0.9271,511,503,99.0,69.0,0.15,0.15
IL1RAPL1,"Intellectual developmental disorder, X-linked 21",Q9NZN1,P60029,chimp,95,0.9163,0.9018,692,692,116.0,99.0,0.26,0.26
IL1RAPL1,"Intellectual developmental disorder, X-linked 21",Q9NZN1,P59823,mouse,95,0.9163,0.9076,692,691,116.0,66.0,0.26,0.25
DLL4,Adams-Oliver syndrome 6,Q9NR61,P17599,cow,95,0.9282,0.9196,681,702,120.0,101.0,0.18,0.19
DLL4,Adams-Oliver syndrome 6,Q9NR61,W8DXL4,mouse,95,0.9282,0.9294,681,677,120.0,224.0,0.18,0.2
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q5EAB6,cow,95,0.9385,0.9294,656,656,95.0,56.0,0.36,0.36
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,Q28256,dog,95,0.9461,0.9352,645,673,130.0,100.0,0.18,0.17
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,Q80XU8,mouse,95,0.9461,0.9357,645,632,130.0,102.0,0.18,0.18
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,O57409,zebrafish,95,0.9461,0.9502,645,611,130.0,98.0,0.18,0.17
LAMP2,Danon disease,P13473,P05300,chicken,95,0.954,0.9396,406,410,103.0,86.0,0.17,0.17
LAMP2,Danon disease,P13473,Q90617,chicken,95,0.954,0.9411,406,421,103.0,110.0,0.17,0.18
LAMP2,Danon disease,P13473,P17047,mouse,95,0.954,0.9571,406,411,103.0,96.0,0.17,0.15
ERCC8,Cockayne syndrome A; UV-sensitive syndrome 2,Q13216,O65457,arabidopsis,95,0.9285,0.9318,392,390,130.0,72.0,0.22,0.21
ERCC8,Cockayne syndrome A; UV-sensitive syndrome 2,Q13216,Q9LFW3,arabidopsis,95,0.9285,0.9264,392,427,130.0,134.0,0.22,0.23
ERCC8,Cockayne syndrome A; UV-sensitive syndrome 2,Q13216,P37546,bacillus,95,0.9285,0.9362,392,403,130.0,157.0,0.22,0.21
ERCC8,Cockayne syndrome A; UV-sensitive syndrome 2,Q13216,Q9ESD1,mouse,95,0.9285,0.9379,392,338,130.0,107.0,0.22,0.21
ERCC8,Cockayne syndrome A; UV-sensitive syndrome 2,Q13216,Q6AY61,rat,95,0.9285,0.9284,392,379,130.0,87.0,0.22,0.23
ERCC8,Cockayne syndrome A; UV-sensitive syndrome 2,Q13216,Q0IU52,rice,95,0.9285,0.9209,392,406,130.0,103.0,0.22,0.27
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2,Q9BZM3,P31316,mouse,95,0.9401,0.9274,300,301,138.0,136.0,0.14,0.14
CDC40,Pontocerebellar hypoplasia 15,O60508,Q7G959,arabidopsis,95,0.9174,0.9212,575,549,118.0,97.0,0.22,0.27
CDC40,Pontocerebellar hypoplasia 15,O60508,Q05199,chicken,95,0.9174,0.9173,575,598,118.0,90.0,0.22,0.18
TLR3,"Immunodeficiency 83, susceptibility to viral infections",O15455,Q9W345,fly,95,0.9204,0.9173,900,930,86.0,104.0,0.33,0.37
TLR3,"Immunodeficiency 83, susceptibility to viral infections",O15455,Q9EQU3,mouse,95,0.9204,0.9132,900,1028,86.0,98.0,0.33,0.35
TLR3,"Immunodeficiency 83, susceptibility to viral infections",O15455,I1Z695,rice,95,0.9204,0.9188,900,982,86.0,85.0,0.33,0.36
DLL3,"Spondylocostal dysostosis 1, autosomal recessive",Q9NYJ7,A2ZNT5,rice,95,0.9226,0.918,614,633,103.0,98.0,0.15,0.22
NGF,"Neuropathy, hereditary sensory and autonomic, 5",P01138,Q3SX24,cow,95,0.9331,0.9343,237,261,98.0,140.0,0.27,0.29
OTUD7A,Neurodevelopmental disorder with hypotonia and seizures,Q8TE49,C0LGD7,arabidopsis,95,0.9457,0.9362,922,949,164.0,180.0,0.3,0.36
NECTIN1,"Ectodermal dysplasia, Margarita Island type; Non-syndromic orofacial cleft 7",Q15223,P15278,fly,95,0.9191,0.9323,513,504,85.0,99.0,0.13,0.14
ARL3,Joubert syndrome 35; Retinitis pigmentosa 83,P36405,Q5U208,rat,95,0.922,0.9121,178,206,91.0,90.0,0.43,0.4
ARL3,Joubert syndrome 35; Retinitis pigmentosa 83,P36405,Q7ZWB2,zebrafish,95,0.922,0.9179,178,153,91.0,74.0,0.43,0.44
GRHPR,Hyperoxaluria primary 2,Q9UBQ7,Q9LSI7,arabidopsis,95,0.9156,0.9145,324,313,89.0,95.0,0.45,0.39
GRHPR,Hyperoxaluria primary 2,Q9UBQ7,Q9LY23,arabidopsis,95,0.9156,0.9142,324,282,89.0,63.0,0.45,0.42
GRHPR,Hyperoxaluria primary 2,Q9UBQ7,Q91Y74,mouse,95,0.9156,0.9255,324,329,89.0,70.0,0.45,0.5
GRHPR,Hyperoxaluria primary 2,Q9UBQ7,Q9Z0F0,mouse,95,0.9156,0.9232,324,367,89.0,112.0,0.45,0.48
GRHPR,Hyperoxaluria primary 2,Q9UBQ7,Q66H07,rat,95,0.9156,0.8984,324,340,89.0,94.0,0.45,0.44
GRHPR,Hyperoxaluria primary 2,Q9UBQ7,Q67VR7,rice,95,0.9156,0.9226,324,369,89.0,73.0,0.45,0.44
GRHPR,Hyperoxaluria primary 2,Q9UBQ7,P40506,yeast,95,0.9156,0.909,324,361,89.0,116.0,0.45,0.45
SPACA1,Spermatogenic failure 85,Q9HBV2,A0JN41,cow,95,0.9206,0.9146,290,324,84.0,64.0,0.28,0.27
SPACA1,Spermatogenic failure 85,Q9HBV2,Q28110,cow,95,0.9206,0.9232,290,292,84.0,99.0,0.28,0.26
SPACA1,Spermatogenic failure 85,Q9HBV2,Q9CY50,mouse,95,0.9206,0.9146,290,282,84.0,61.0,0.28,0.26
SPACA1,Spermatogenic failure 85,Q9HBV2,P47205,pseudomonas,95,0.9206,0.9157,290,299,84.0,69.0,0.28,0.32
SPACA1,Spermatogenic failure 85,Q9HBV2,Q6MG84,rat,95,0.9206,0.9174,290,287,84.0,137.0,0.28,0.29
SPACA1,Spermatogenic failure 85,Q9HBV2,P11746,yeast,95,0.9206,0.9214,290,282,84.0,58.0,0.28,0.26
DBH,Orthostatic hypotension 1,P09172,Q9FYG4,arabidopsis,95,0.9282,0.9378,613,611,106.0,137.0,0.22,0.16
DBH,Orthostatic hypotension 1,P09172,Q68CI2,dog,95,0.9282,0.9436,613,621,106.0,88.0,0.22,0.23
PLD3,Spinocerebellar ataxia 46,Q8IV08,O65431,arabidopsis,95,0.9256,0.9294,486,500,96.0,70.0,0.39,0.35
PLD3,Spinocerebellar ataxia 46,Q8IV08,P25819,arabidopsis,95,0.9256,0.9204,486,488,96.0,156.0,0.39,0.4
PLD3,Spinocerebellar ataxia 46,Q8IV08,Q9MZL3,cow,95,0.9256,0.9066,486,480,96.0,81.0,0.39,0.39
PLD3,Spinocerebellar ataxia 46,Q8IV08,O35405,mouse,95,0.9256,0.9068,486,484,96.0,112.0,0.39,0.38
AMBN,Amelogenesis imperfecta 1F,Q9NP70,Q940I0,arabidopsis,95,0.9295,0.9292,443,435,109.0,126.0,0.07,0.11
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,O42367,zebrafish,95,0.9267,0.9218,372,386,105.0,113.0,0.18,0.17
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,O35453,mouse,95,0.9418,0.9301,450,432,73.0,87.0,0.28,0.28
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,Q8BHM9,mouse,95,0.9418,0.9348,450,435,73.0,92.0,0.28,0.33
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,F4I6E6,arabidopsis,95,0.9471,0.9378,323,333,94.0,128.0,0.34,0.37
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,Q9CW42,mouse,95,0.9471,0.9416,323,336,94.0,81.0,0.34,0.32
TLE6,Oocyte/zygote/embryo maturation arrest 15,Q9H808,O94411,fission_yeast,95,0.9212,0.9155,568,505,96.0,134.0,0.22,0.22
TLE6,Oocyte/zygote/embryo maturation arrest 15,Q9H808,O35681,mouse,95,0.9212,0.9187,568,583,96.0,54.0,0.22,0.22
TLE6,Oocyte/zygote/embryo maturation arrest 15,Q9H808,P40748,rat,95,0.9212,0.9119,568,584,96.0,69.0,0.22,0.21
TLE6,Oocyte/zygote/embryo maturation arrest 15,Q9H808,Q07116,rat,95,0.9212,0.9241,568,542,96.0,86.0,0.22,0.26
TLE6,Oocyte/zygote/embryo maturation arrest 15,Q9H808,P46945,yeast,95,0.9212,0.9115,568,550,96.0,52.0,0.22,0.23
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q0IIH7,cow,95,0.9297,0.9451,851,851,86.0,115.0,0.22,0.21
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q60846,mouse,95,0.9259,0.9205,490,494,71.0,82.0,0.11,0.15
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,Q10145,fission_yeast,95,0.9314,0.9285,841,734,135.0,182.0,0.21,0.22
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,Q810C0,mouse,95,0.9314,0.9371,841,842,135.0,246.0,0.21,0.21
DLL1,Neurodevelopmental disorder with non-specific brain abnormalities and with or without seizures,O00548,Q9VBZ5,fly,95,0.9245,0.9275,719,696,72.0,107.0,0.15,0.14
DLL1,Neurodevelopmental disorder with non-specific brain abnormalities and with or without seizures,O00548,Q61483,mouse,95,0.9245,0.9426,719,718,72.0,67.0,0.15,0.16
DLL1,Neurodevelopmental disorder with non-specific brain abnormalities and with or without seizures,O00548,Q6K2M1,rice,95,0.9245,0.9183,719,686,72.0,84.0,0.15,0.2
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,Q8BGV3,mouse,95,0.9237,0.9197,319,313,92.0,96.0,0.32,0.36
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,Q8R5M0,mouse,95,0.9237,0.9188,319,293,92.0,131.0,0.32,0.34
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,O62515,worm,95,0.9237,0.9201,319,308,92.0,105.0,0.32,0.36
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,Q9VEI9,fly,95,0.9385,0.9359,616,588,85.0,169.0,0.23,0.21
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,Q9D1T0,mouse,95,0.9385,0.9371,616,610,85.0,59.0,0.23,0.23
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,A0A1D5NSK0,zebrafish,95,0.9385,0.9332,616,619,85.0,103.0,0.23,0.29
CFI,"Hemolytic uremic syndrome, atypical, 3; Complement factor I deficiency; Macular degeneration, age-related, 13",P05156,Q5ALW2,candida,95,0.9115,0.913,579,608,73.0,90.0,0.26,0.28
CFI,"Hemolytic uremic syndrome, atypical, 3; Complement factor I deficiency; Macular degeneration, age-related, 13",P05156,A7YVH9,cow,95,0.9115,0.9039,579,498,73.0,89.0,0.26,0.29
CFI,"Hemolytic uremic syndrome, atypical, 3; Complement factor I deficiency; Macular degeneration, age-related, 13",P05156,Q54CP7,dictyostelium,95,0.9115,0.9107,579,619,73.0,73.0,0.26,0.27
CFI,"Hemolytic uremic syndrome, atypical, 3; Complement factor I deficiency; Macular degeneration, age-related, 13",P05156,Q54CQ0,dictyostelium,95,0.9115,0.9198,579,595,73.0,116.0,0.26,0.26
CFI,"Hemolytic uremic syndrome, atypical, 3; Complement factor I deficiency; Macular degeneration, age-related, 13",P05156,Q54J86,dictyostelium,95,0.9115,0.8949,579,588,73.0,59.0,0.26,0.26
CFI,"Hemolytic uremic syndrome, atypical, 3; Complement factor I deficiency; Macular degeneration, age-related, 13",P05156,Q54RP0,dictyostelium,95,0.9115,0.9019,579,644,73.0,99.0,0.26,0.26
CFI,"Hemolytic uremic syndrome, atypical, 3; Complement factor I deficiency; Macular degeneration, age-related, 13",P05156,G3X912,mouse,95,0.9115,0.9082,579,493,73.0,70.0,0.26,0.27
CFI,"Hemolytic uremic syndrome, atypical, 3; Complement factor I deficiency; Macular degeneration, age-related, 13",P05156,P34710,worm,95,0.9115,0.896,579,608,73.0,67.0,0.26,0.26
PRLR,Multiple fibroadenomas of the breast; Hyperprolactinemia,P16471,Q6DR98,mouse,95,0.9296,0.9309,618,641,88.0,62.0,0.16,0.15
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,Q8BHJ5,mouse,95,0.9331,0.9289,510,510,101.0,70.0,0.28,0.28
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,Q9QXE7,mouse,95,0.9331,0.9368,510,523,101.0,65.0,0.28,0.27
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,Q94FL7,arabidopsis,95,0.912,0.903,542,519,70.0,69.0,0.18,0.21
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,P34423,worm,95,0.912,0.9024,542,499,70.0,64.0,0.18,0.19
THBD,"Thrombophilia due to thrombomodulin defect; Hemolytic uremic syndrome, atypical, 6",P07204,Q32LP9,cow,95,0.9276,0.923,571,521,77.0,59.0,0.2,0.21
THBD,"Thrombophilia due to thrombomodulin defect; Hemolytic uremic syndrome, atypical, 6",P07204,Q5W7P8,dog,95,0.9276,0.9135,571,574,77.0,73.0,0.2,0.2
THBD,"Thrombophilia due to thrombomodulin defect; Hemolytic uremic syndrome, atypical, 6",P07204,Q99KW9,mouse,95,0.9276,0.9247,571,606,77.0,79.0,0.2,0.19
THBD,"Thrombophilia due to thrombomodulin defect; Hemolytic uremic syndrome, atypical, 6",P07204,Q8R4E1,rat,95,0.9276,0.9205,571,606,77.0,103.0,0.2,0.21
ELFN1,Dursun-Ozgul neurodevelopmental syndrome,P0C7U0,Q8RWZ5,arabidopsis,95,0.921,0.927,824,817,94.0,82.0,0.28,0.34
ELFN1,Dursun-Ozgul neurodevelopmental syndrome,P0C7U0,Q9VDR1,fly,95,0.921,0.9064,824,859,94.0,84.0,0.28,0.27
