label,pdb_id,chain,n_residues,n_valid,gini,kappa2_mean,kappa2_median,kappa2_max,kappa2_std,alpha,beta,loop,frac_alpha,frac_beta,kappa2_alpha,kappa2_beta,kappa2_loop,ligand,ligand_atoms,top1_res,top1_kappa2
AF-A2AF47-F1-model_v6,AF,A,2073,2069,0.8337,66.0,4.8,6406.0,216.4,1047,753,269,0.51,0.36,122.4,9.6,4.2,NONE,0,1573,6406.0
AF-A2AF53-F1-model_v6,AF,A,350,346,0.7341,128.5,31.2,2661.3,258.6,236,70,40,0.68,0.2,185.4,9.2,1.3,NONE,0,183,2661.3
AF-A2AFE9-F1-model_v6,AF,A,284,280,0.7693,15.3,2.0,230.9,30.5,5,207,68,0.02,0.74,25.3,18.2,5.7,NONE,0,255,230.9
AF-A2AFR3-F1-model_v6,AF,A,1320,1316,0.9086,18.7,1.1,2972.6,125.1,225,696,395,0.17,0.53,90.3,4.6,2.8,NONE,0,307,2972.6
AF-A2AFS3-F1-model_v6,AF,A,1009,1005,0.8847,17.9,1.4,1835.0,101.1,134,687,184,0.13,0.68,71.9,11.8,1.6,NONE,0,918,1835.0
AF-A2AFS9-F1-model_v6,AF,A,377,373,0.8401,184.0,5.2,4640.0,493.3,164,155,54,0.44,0.42,408.9,8.2,5.6,NONE,0,122,4640.0
AF-A2AG06-F1-model_v6,AF,A,965,961,0.8732,21.8,1.4,1522.0,89.0,175,503,283,0.18,0.52,101.5,5.3,1.9,NONE,0,876,1522.0
AF-A2AG50-F1-model_v6,AF,A,781,777,0.8396,54.6,2.6,2068.7,159.6,272,286,219,0.35,0.37,150.9,3.5,1.8,NONE,0,492,2068.7
AF-A2AG58-F1-model_v6,AF,A,752,748,0.8649,50.5,5.7,7503.5,308.7,130,475,143,0.17,0.64,135.9,40.4,6.3,NONE,0,635,7503.5
AF-A2AGA4-F1-model_v6,AF,A,302,298,0.7874,151.6,21.5,3063.1,369.4,220,53,25,0.74,0.18,204.7,2.1,1.2,NONE,0,217,3063.1
AF-A2AGB2-F1-model_v6,AF,A,545,541,0.8612,55.4,2.3,2149.2,198.4,193,244,104,0.36,0.45,141.9,9.9,1.9,NONE,0,182,2149.2
AF-A2AGH6-F1-model_v6,AF,A,2190,2186,0.8241,54.3,3.3,5433.0,196.4,1094,697,395,0.5,0.32,103.3,7.3,1.5,NONE,0,302,5433.0
AF-A2AGT5-F1-model_v6,AF,A,2032,2028,0.8299,66.5,6.5,14189.3,366.7,1251,439,338,0.62,0.22,105.2,5.3,2.8,NONE,0,1307,14189.3
AF-A2AGX3-F1-model_v6,AF,A,565,561,0.8952,42.7,2.7,8919.1,385.4,154,297,110,0.27,0.53,131.9,11.6,1.6,NONE,0,322,8919.1
AF-A2AH22-F1-model_v6,AF,A,1300,1296,0.8825,12.9,1.0,2725.5,85.3,182,723,391,0.14,0.56,63.4,6.2,1.7,NONE,0,1053,2725.5
AF-A2AHC3-F1-model_v6,AF,A,1581,1577,0.897,40.6,1.2,4517.6,180.8,406,613,558,0.26,0.39,147.2,5.1,2.0,NONE,0,318,4517.6
AF-A2AHG0-F1-model_v6,AF,A,700,696,0.8778,116.3,4.6,12791.4,642.1,289,260,147,0.42,0.37,273.3,6.6,1.9,NONE,0,397,12791.4
AF-A2AHJ4-F1-model_v6,AF,A,1799,1795,0.8749,22.4,1.3,1241.5,82.9,464,872,459,0.26,0.49,67.7,9.1,1.7,NONE,0,767,1241.5
AF-A2AHL1-F1-model_v6,AF,A,981,977,0.8513,128.3,6.2,14666.8,591.3,554,276,147,0.57,0.28,221.5,8.4,2.6,NONE,0,695,14666.8
AF-A2AI05-F1-model_v6,AF,A,598,594,0.8587,48.2,3.3,2438.6,171.6,261,264,69,0.44,0.44,94.9,14.3,1.4,NONE,0,327,2438.6
AF-A2AI08-F1-model_v6,AF,A,749,745,0.8103,10.8,1.5,378.9,31.1,111,449,185,0.15,0.6,37.7,7.2,3.2,NONE,0,342,378.9
AF-A2AIG8-F1-model_v6,AF,A,502,498,0.8461,67.2,2.8,3216.1,205.5,226,197,75,0.45,0.4,138.4,10.2,2.2,NONE,0,274,3216.1
AF-A2AIL4-F1-model_v6,AF,A,333,329,0.7536,108.9,20.4,2081.5,226.1,221,66,42,0.67,0.2,159.8,5.6,3.6,NONE,0,203,2081.5
AF-A2AIP0-F1-model_v6,AF,A,273,269,0.8911,42.9,1.3,2467.8,190.8,80,133,56,0.3,0.49,130.3,6.3,4.9,NONE,0,42,2467.8
AF-A2AIR5-F1-model_v6,AF,A,1135,1131,0.8529,53.1,3.0,1630.9,150.7,468,464,199,0.41,0.41,122.8,4.6,2.3,NONE,0,1113,1630.9
AF-A2AIV2-F1-model_v6,AF,A,1811,1807,0.8436,58.8,3.5,4498.1,216.4,879,611,317,0.49,0.34,113.6,9.1,2.4,NONE,0,1332,4498.1
AF-A2AIV8-F1-model_v6,AF,A,536,532,0.7631,167.2,54.7,11056.1,599.9,409,60,63,0.77,0.11,216.9,2.6,1.7,NONE,0,292,11056.1
AF-A2AIW0-F1-model_v6,AF,A,432,428,0.7893,179.8,11.7,3374.3,367.9,180,164,84,0.42,0.38,416.2,11.4,2.1,NONE,0,317,3374.3
AF-A2AJ15-F1-model_v6,AF,A,658,654,0.8568,84.3,2.6,4312.0,272.2,295,241,118,0.45,0.37,173.1,13.9,6.2,NONE,0,368,4312.0
AF-A2AJ76-2-F1-model_v6,AF,A,661,657,0.7611,7.2,1.5,245.5,18.9,85,455,117,0.13,0.69,9.6,8.4,0.7,NONE,0,82,245.5
AF-A2AJ77-F1-model_v6,AF,A,365,361,0.8698,24.9,1.7,988.2,88.3,112,179,70,0.31,0.5,72.6,4.0,1.8,NONE,0,316,988.2
AF-A2AJ88-F1-model_v6,AF,A,1352,1348,0.8876,72.8,3.6,18746.0,573.7,565,586,197,0.42,0.43,163.0,9.6,1.9,NONE,0,771,18746.0
AF-A2AJA7-F1-model_v6,AF,A,1228,1224,0.9329,29.0,1.2,10724.8,340.3,166,838,220,0.14,0.68,166.4,8.9,1.9,NONE,0,1164,10724.8
AF-A2AJA9-F1-model_v6,AF,A,974,970,0.9171,30.8,2.1,11874.0,399.4,198,544,228,0.2,0.56,122.5,9.3,2.3,NONE,0,896,11874.0
AF-A2AJB1-F1-model_v6,AF,A,534,530,0.7554,384.4,125.9,30213.6,1590.2,430,67,33,0.81,0.13,471.2,9.2,15.8,NONE,0,357,30213.6
AF-A2AJB2-F1-model_v6,AF,A,108,104,0.6576,152.0,72.9,1700.2,232.3,87,12,5,0.84,0.12,180.9,2.9,6.9,NONE,0,31,1700.2
AF-A2AJB7-F1-model_v6,AF,A,192,188,0.8542,40.3,3.8,1361.2,137.7,47,108,33,0.25,0.57,132.2,10.6,6.4,NONE,0,161,1361.2
AF-A2AJI0-F1-model_v6,AF,A,846,842,0.8617,55.9,3.6,6972.9,274.6,281,367,194,0.33,0.44,154.5,8.4,2.8,NONE,0,684,6972.9
AF-A2AJK6-2-F1-model_v6,AF,A,558,554,0.686,2.0,0.8,72.1,4.4,12,290,252,0.02,0.52,6.6,2.1,1.6,NONE,0,476,72.1
AF-A2AJL3-F1-model_v6,AF,A,552,548,0.8438,56.0,2.5,1356.1,146.4,261,204,83,0.48,0.37,111.5,6.8,2.2,NONE,0,340,1356.1
AF-A2AJN7-F1-model_v6,AF,A,862,858,0.8109,101.1,10.2,3946.5,283.5,500,249,109,0.58,0.29,168.3,9.1,2.9,NONE,0,272,3946.5
AF-A2AJQ3-F1-model_v6,AF,A,722,718,0.8011,138.5,20.8,8067.0,453.5,499,142,77,0.69,0.2,196.5,7.5,4.3,NONE,0,249,8067.0
AF-A2AJT4-F1-model_v6,AF,A,805,801,0.8807,55.9,2.6,2550.6,218.1,255,323,223,0.32,0.4,159.6,10.1,3.6,NONE,0,38,2550.6
AF-A2AJX4-F1-model_v6,AF,A,2123,2119,0.7803,4.8,0.9,1081.7,27.5,241,1336,542,0.11,0.63,2.3,6.3,2.3,NONE,0,674,1081.7
AF-A2AKB4-F1-model_v6,AF,A,1549,1545,0.8772,23.0,1.3,2585.3,94.0,366,739,440,0.24,0.48,84.8,5.0,2.0,NONE,0,357,2585.3
AF-A2AKB9-F1-model_v6,AF,A,566,562,0.8574,9.4,1.1,1076.8,50.6,72,367,123,0.13,0.65,34.9,7.3,0.7,NONE,0,134,1076.8
AF-A2AKE7-F1-model_v6,AF,A,346,342,0.8512,56.9,3.0,3518.3,218.1,172,128,42,0.5,0.37,108.1,5.7,3.0,NONE,0,285,3518.3
AF-A2AKG8-F1-model_v6,AF,A,1798,1794,0.7733,119.8,18.7,8069.8,314.5,1333,295,166,0.74,0.16,160.1,4.1,1.8,NONE,0,1276,8069.8
AF-A2AKK5-F1-model_v6,AF,A,416,412,0.8548,24.4,1.4,767.7,70.7,120,234,58,0.29,0.57,58.6,12.7,0.6,NONE,0,215,767.7
AF-A2AKM2-F1-model_v6,AF,A,232,228,0.7344,183.5,69.1,10044.3,692.7,196,18,14,0.86,0.08,213.0,4.3,1.3,NONE,0,196,10044.3
AF-A2AKQ0-F1-model_v6,AF,A,355,351,0.6771,137.3,62.6,1461.0,215.9,283,42,26,0.81,0.12,169.3,3.5,4.6,NONE,0,162,1461.0
AF-A2AKQ8-F1-model_v6,AF,A,664,660,0.7589,136.6,36.7,6128.8,344.5,513,81,66,0.78,0.12,175.2,1.7,1.5,NONE,0,400,6128.8
AF-A2AKX3-F1-model_v6,AF,A,2646,2642,0.8618,24.0,1.2,1572.3,81.4,798,999,845,0.3,0.38,71.0,3.7,3.6,NONE,0,2092,1572.3
AF-A2AKY4-F1-model_v6,AF,A,1200,1196,0.9153,26.3,1.3,10066.6,299.7,159,649,388,0.13,0.54,167.2,6.4,1.7,NONE,0,43,10066.6
AF-A2AL36-F1-model_v6,AF,A,2334,2330,0.7743,76.4,18.2,12023.1,314.4,1611,322,397,0.69,0.14,109.0,3.6,3.1,NONE,0,293,12023.1
AF-A2ALI5-F1-model_v6,AF,A,412,408,0.8959,35.8,1.7,1370.0,127.7,70,191,147,0.17,0.47,190.2,3.8,3.7,NONE,0,295,1370.0
AF-A2ALK8-F1-model_v6,AF,A,913,909,0.8723,25.0,1.6,2258.1,111.5,264,466,179,0.29,0.51,74.2,6.1,1.7,NONE,0,825,2258.1
AF-A2ALS5-F1-model_v6,AF,A,663,659,0.8526,21.8,2.4,1667.7,90.5,160,374,125,0.24,0.57,54.2,14.6,1.9,NONE,0,348,1667.7
AF-A2ALU4-F1-model_v6,AF,A,1481,1477,0.8992,29.1,1.1,6312.4,184.4,314,624,539,0.21,0.42,127.1,2.8,2.4,NONE,0,659,6312.4
AF-A2ALV5-F1-model_v6,AF,A,1481,1477,0.855,26.4,1.7,1185.1,78.8,383,744,350,0.26,0.5,87.1,6.6,2.0,NONE,0,995,1185.1
AF-A2ALW5-F1-model_v6,AF,A,357,353,0.7817,122.9,11.2,2043.6,260.5,230,81,42,0.65,0.23,187.1,4.0,0.6,NONE,0,171,2043.6
AF-A2AM05-F1-model_v6,AF,A,1397,1393,0.7838,161.2,43.7,39379.9,1096.8,986,219,188,0.71,0.16,226.0,6.2,1.7,NONE,0,405,39379.9
AF-A2AM29-F1-model_v6,AF,A,569,565,0.858,11.8,1.2,957.8,51.3,71,347,147,0.13,0.61,64.5,5.3,1.9,NONE,0,509,957.8
AF-A2AMM0-F1-model_v6,AF,A,362,358,0.7647,181.6,25.0,3114.3,388.1,180,107,71,0.5,0.3,352.3,13.4,2.2,NONE,0,39,3114.3
AF-A2AMT1-F1-model_v6,AF,A,669,665,0.7834,112.0,15.8,3148.7,260.4,325,240,100,0.49,0.36,222.0,9.3,0.9,NONE,0,445,3148.7
AF-A2AMZ4-F1-model_v6,AF,A,74,70,0.63,148.1,89.1,1083.2,194.3,56,7,7,0.8,0.1,184.9,1.2,1.0,NONE,0,29,1083.2
AF-A2AN08-4-F1-model_v6,AF,A,474,470,0.7891,136.8,17.2,5092.7,356.2,310,105,55,0.66,0.22,201.8,8.6,14.9,NONE,0,82,5092.7
AF-A2ANU3-F1-model_v6,AF,A,258,254,0.8637,91.8,3.0,2649.7,269.2,76,99,79,0.3,0.39,289.4,8.7,6.0,NONE,0,185,2649.7
AF-A2ANX9-F1-model_v6,AF,A,761,757,0.842,23.1,1.6,867.3,67.3,199,400,158,0.26,0.53,62.7,11.4,2.8,NONE,0,692,867.3
AF-A2AP18-F1-model_v6,AF,A,1501,1497,0.8887,21.1,1.3,2807.1,105.4,361,749,387,0.24,0.5,72.4,6.3,1.7,NONE,0,221,2807.1
AF-A2APA5-F1-model_v6,AF,A,170,166,0.8284,223.7,21.5,4823.8,623.2,84,47,35,0.51,0.28,430.5,17.7,3.9,NONE,0,69,4823.8
AF-A2APB8-F1-model_v6,AF,A,745,741,0.8185,43.7,4.8,2142.2,129.6,212,408,121,0.29,0.55,125.9,13.1,3.1,NONE,0,220,2142.2
AF-A2APC3-F1-model_v6,AF,A,461,457,0.8615,44.5,1.8,1265.6,125.7,170,211,76,0.37,0.46,110.9,6.1,2.7,NONE,0,452,1265.6
AF-A2APF3-F1-model_v6,AF,A,636,632,0.8567,30.9,1.7,2077.2,119.9,173,352,107,0.27,0.56,80.5,15.2,2.5,NONE,0,475,2077.2
AF-A2APT9-F1-model_v6,AF,A,773,769,0.8563,20.0,2.0,1732.4,90.3,110,498,161,0.14,0.65,95.3,8.9,2.7,NONE,0,449,1732.4
AF-A2APV2-F1-model_v6,AF,A,1086,1082,0.8582,153.7,12.7,15023.2,761.5,645,289,148,0.6,0.27,199.6,128.9,2.4,NONE,0,785,15023.2
AF-A2APX8-F1-model_v6,AF,A,2009,2005,0.8465,95.2,6.2,15181.2,531.0,1128,503,374,0.56,0.25,166.2,5.0,2.4,NONE,0,1590,15181.2
AF-A2APY7-F1-model_v6,AF,A,343,339,0.8429,40.9,2.3,959.1,113.0,139,156,44,0.41,0.46,90.7,7.4,2.2,NONE,0,203,959.1
AF-A2AQ07-F1-model_v6,AF,A,451,447,0.8011,62.2,5.6,1198.3,138.9,253,147,47,0.57,0.33,104.6,8.6,2.3,NONE,0,228,1198.3
AF-A2AQ14-F1-model_v6,AF,A,241,237,0.9156,127.0,2.5,6715.4,563.9,76,124,37,0.32,0.52,374.3,13.1,1.0,NONE,0,202,6715.4
AF-A2AQ19-F1-model_v6,AF,A,715,711,0.8527,63.2,3.9,4290.5,240.1,278,269,164,0.39,0.38,153.6,6.6,2.6,NONE,0,221,4290.5
AF-A2AQ25-F1-model_v6,AF,A,1946,1942,0.9087,33.2,1.1,5431.0,205.2,440,789,713,0.23,0.41,136.6,3.7,2.1,NONE,0,571,5431.0
AF-A2AQ92-F1-model_v6,AF,A,1551,1547,0.8208,42.4,3.5,1820.1,121.8,776,558,213,0.5,0.36,77.3,9.3,1.8,NONE,0,857,1820.1
AF-A2AQH4-F1-model_v6,AF,A,1781,1777,0.8862,7.8,0.9,1919.4,64.1,122,938,717,0.07,0.53,75.7,3.5,2.0,NONE,0,1606,1919.4
AF-A2AQP0-F1-model_v6,AF,A,1941,1937,0.737,165.1,52.4,6544.8,405.5,1506,297,134,0.78,0.15,210.4,8.5,3.4,NONE,0,1465,6544.8
AF-A2AQW0-F1-model_v6,AF,A,1331,1327,0.8345,60.5,3.7,3115.8,191.2,687,415,225,0.52,0.31,113.1,5.5,1.6,NONE,0,1018,3115.8
AF-A2AR02-F1-model_v6,AF,A,752,748,0.8462,9.1,1.0,400.7,29.7,128,360,260,0.17,0.48,39.5,3.6,1.7,NONE,0,35,400.7
AF-A2AR50-F1-model_v6,AF,A,585,581,0.8504,66.2,3.4,2267.9,196.5,223,233,125,0.38,0.4,157.0,11.2,6.5,NONE,0,188,2267.9
AF-A2AR95-F1-model_v6,AF,A,345,341,0.9267,54.0,1.1,3287.8,239.9,77,165,99,0.23,0.48,221.6,6.4,2.8,NONE,0,188,3287.8
AF-A2ARA8-F1-model_v6,AF,A,1062,1058,0.8709,17.9,1.3,1880.6,88.6,168,721,169,0.16,0.68,60.4,12.0,0.9,NONE,0,1015,1880.6
AF-A2ARI4-F1-model_v6,AF,A,951,947,0.8934,43.8,1.3,4469.0,207.2,349,379,219,0.37,0.4,113.3,4.3,1.4,NONE,0,814,4469.0
AF-A2ARJ3-F1-model_v6,AF,A,344,340,0.8155,185.7,29.7,5550.7,523.7,249,57,34,0.73,0.17,250.8,10.2,3.3,NONE,0,16,5550.7
AF-A2ARK0-F1-model_v6,AF,A,776,772,0.8839,25.1,1.7,1373.6,95.6,156,433,183,0.2,0.56,100.4,8.0,1.4,NONE,0,111,1373.6
AF-A2ARM1-F1-model_v6,AF,A,529,525,0.8376,106.7,7.8,4960.6,374.7,241,215,69,0.46,0.41,210.7,22.6,5.6,NONE,0,495,4960.6
AF-A2ARP1-F1-model_v6,AF,A,1436,1432,0.8758,33.4,1.6,3033.8,138.5,434,675,323,0.3,0.47,98.2,6.9,1.9,NONE,0,589,3033.8
AF-A2ARP9-F1-model_v6,AF,A,588,584,0.7819,163.4,21.8,3119.7,344.2,373,130,81,0.64,0.22,250.3,4.4,18.0,NONE,0,369,3119.7
AF-A2ARS0-F1-model_v6,AF,A,390,386,0.8436,28.4,1.7,1010.1,83.1,131,151,104,0.34,0.39,75.6,5.3,2.4,NONE,0,18,1010.1
AF-A2AS55-F1-model_v6,AF,A,361,357,0.8056,67.8,1.9,1156.7,147.5,203,89,65,0.57,0.25,118.0,2.1,0.7,NONE,0,54,1156.7
AF-A2AS89-F1-model_v6,AF,A,358,354,0.9123,52.1,1.5,4036.5,260.7,130,156,68,0.37,0.44,135.9,4.2,1.7,NONE,0,340,4036.5
AF-A2ASA8-F1-model_v6,AF,A,547,543,0.8103,128.0,9.9,5864.1,373.8,292,195,56,0.54,0.36,228.2,13.9,3.0,NONE,0,444,5864.1
AF-A2ASI5-F1-model_v6,AF,A,1947,1943,0.8224,76.3,6.3,10459.6,319.9,1124,460,359,0.58,0.24,128.7,5.5,2.7,NONE,0,1516,10459.6
AF-A2ASQ1-F1-model_v6,AF,A,1950,1946,0.8608,11.0,1.0,911.3,46.5,343,1166,437,0.18,0.6,39.8,6.1,1.3,NONE,0,1059,911.3
AF-A2ASZ8-F1-model_v6,AF,A,469,465,0.8043,119.6,16.9,5584.0,381.7,323,89,53,0.69,0.19,170.7,4.4,1.6,NONE,0,283,5584.0
AF-A2AT37-F1-model_v6,AF,A,1269,1265,0.8017,81.0,9.3,3790.4,228.9,775,300,190,0.61,0.24,129.3,6.2,2.3,NONE,0,584,3790.4
AF-A2ATD1-F1-model_v6,AF,A,454,450,0.8711,24.9,1.6,1745.6,101.5,127,211,112,0.28,0.47,76.5,6.2,1.7,NONE,0,15,1745.6
AF-A2ATU0-F1-model_v6,AF,A,921,917,0.8417,63.0,2.2,2771.6,183.3,452,332,133,0.49,0.36,121.2,8.7,0.9,NONE,0,118,2771.6
AF-A2AU37-F1-model_v6,AF,A,552,548,0.8511,46.5,2.4,1337.7,128.4,202,232,114,0.37,0.42,116.6,5.9,5.3,NONE,0,520,1337.7
AF-A2AU72-F1-model_v6,AF,A,881,877,0.7866,91.7,9.8,5248.6,257.6,533,249,95,0.61,0.28,143.2,15.2,2.9,NONE,0,312,5248.6
AF-A2AUC9-F1-model_v6,AF,A,606,602,0.8592,39.4,2.1,2147.2,132.5,240,278,84,0.4,0.46,90.0,7.4,0.9,NONE,0,85,2147.2
AF-A2AUM9-F1-model_v6,AF,A,1736,1732,0.7533,107.7,28.2,4905.1,270.1,1008,543,181,0.58,0.31,178.6,11.4,2.2,NONE,0,761,4905.1
AF-A2AUQ7-F1-model_v6,AF,A,319,315,0.8663,105.0,3.1,2172.1,297.3,154,130,31,0.49,0.41,202.7,13.9,1.3,NONE,0,9,2172.1
AF-A2AUU0-F1-model_v6,AF,A,281,277,0.8564,24.5,1.9,1480.9,100.2,90,139,48,0.32,0.5,62.6,7.8,1.5,NONE,0,60,1480.9
AF-A2AUY4-F1-model_v6,AF,A,2123,2119,0.8984,24.3,1.1,4416.8,156.9,578,756,785,0.27,0.36,80.2,4.8,2.0,NONE,0,877,4416.8
AF-A2AV25-F1-model_v6,AF,A,459,455,0.8854,165.6,2.6,15398.2,859.5,185,185,85,0.41,0.41,396.1,10.7,0.9,NONE,0,52,15398.2
AF-A2AVA0-2-F1-model_v6,AF,A,440,436,0.9131,63.6,2.6,12143.8,588.6,132,238,66,0.3,0.55,190.8,10.0,2.3,NONE,0,74,12143.8
AF-A2AVJ5-F1-model_v6,AF,A,370,366,0.8335,77.8,5.7,2830.1,230.8,158,131,77,0.43,0.36,170.9,8.3,4.8,NONE,0,58,2830.1
AF-A2AVQ5-F1-model_v6,AF,A,414,410,0.8825,41.7,1.4,1783.2,150.9,147,189,74,0.36,0.46,104.7,7.5,4.0,NONE,0,114,1783.2
AF-A2AVR2-F1-model_v6,AF,A,1279,1275,0.8142,55.6,5.3,2121.8,153.3,656,411,208,0.51,0.32,102.3,8.2,2.1,NONE,0,546,2121.8
AF-A2AVZ9-F1-model_v6,AF,A,502,498,0.7253,152.2,49.8,2446.8,296.9,404,49,45,0.81,0.1,186.9,3.7,2.6,NONE,0,489,2446.8
AF-A2AWA9-F1-model_v6,AF,A,1064,1060,0.8321,132.2,10.5,8172.7,416.6,525,413,122,0.5,0.39,255.7,13.8,1.3,NONE,0,943,8172.7
AF-A2AWL7-4-F1-model_v6,AF,A,671,667,0.8089,10.5,1.7,504.0,34.6,56,452,159,0.08,0.68,31.4,10.9,2.0,NONE,0,77,504.0
AF-A2AWP0-F1-model_v6,AF,A,285,281,0.8743,28.5,1.5,995.5,94.5,89,114,78,0.32,0.41,81.4,5.3,2.1,NONE,0,170,995.5
AF-A2AWP8-F1-model_v6,AF,A,1280,1276,0.857,58.1,3.9,3495.2,191.6,424,686,166,0.33,0.54,154.2,11.6,4.6,NONE,0,499,3495.2
AF-A2AWR3-F1-model_v6,AF,A,868,864,0.7697,79.6,14.0,1881.2,173.8,573,181,110,0.66,0.21,117.8,5.3,2.9,NONE,0,535,1881.2
AF-A2AWT3-F1-model_v6,AF,A,347,343,0.9255,84.8,1.5,10219.6,594.7,109,127,107,0.32,0.37,144.6,103.9,1.4,NONE,0,339,10219.6
AF-A2AX52-F1-model_v6,AF,A,2309,2305,0.8128,26.9,2.7,954.0,69.3,869,1080,356,0.38,0.47,60.4,8.3,1.6,NONE,0,911,954.0
AF-A2BDP1-F1-model_v6,AF,A,471,467,0.8534,70.7,3.4,2311.7,207.7,173,195,99,0.37,0.42,180.1,7.1,4.8,NONE,0,247,2311.7
AF-A2BDX3-F1-model_v6,AF,A,460,456,0.8731,77.9,2.3,5295.2,329.0,226,174,56,0.5,0.38,148.9,10.2,1.5,NONE,0,342,5295.2
AF-A2BDX4-F1-model_v6,AF,A,514,510,0.7621,140.8,38.4,3137.1,302.2,362,99,49,0.71,0.19,194.3,12.5,4.4,NONE,0,448,3137.1
AF-A2BE28-F1-model_v6,AF,A,776,772,0.8323,111.9,10.2,6056.9,380.9,425,247,100,0.55,0.32,197.9,7.8,3.4,NONE,0,766,6056.9
AF-A2BFL2-F1-model_v6,AF,A,627,623,0.8387,89.4,3.0,4716.1,327.1,396,150,77,0.64,0.24,139.2,3.2,1.3,NONE,0,563,4716.1
AF-A2BGH0-F1-model_v6,AF,A,617,613,0.8522,34.7,2.6,1823.4,116.2,163,353,97,0.27,0.58,95.1,15.9,1.4,NONE,0,339,1823.4
AF-A2BH40-F1-model_v6,AF,A,2283,2279,0.9,16.0,1.0,2975.7,96.0,396,932,951,0.17,0.41,79.3,3.4,2.1,NONE,0,2118,2975.7
AF-A2BIM8-F1-model_v6,AF,A,181,177,0.8618,30.8,1.6,1286.0,111.4,36,115,26,0.2,0.65,99.1,16.2,0.4,NONE,0,154,1286.0
AF-A2CE44-F1-model_v6,AF,A,873,869,0.8419,11.2,1.3,648.6,39.1,143,493,233,0.16,0.57,39.8,7.6,1.3,NONE,0,237,648.6
AF-A2CG49-9-F1-model_v6,AF,A,1654,1650,0.7978,181.9,30.5,14343.0,665.0,1199,291,160,0.73,0.18,248.6,5.9,2.3,NONE,0,357,14343.0
AF-A2CG63-F1-model_v6,AF,A,1314,1310,0.8978,15.9,1.0,1701.0,77.6,201,607,502,0.15,0.46,84.8,3.8,2.9,NONE,0,345,1701.0
AF-A2CI98-F1-model_v6,AF,A,653,649,0.8238,112.5,3.9,4137.8,298.5,313,221,115,0.48,0.34,226.7,7.9,2.9,NONE,0,438,4137.8
AF-A2KF29-F1-model_v6,AF,A,484,480,0.8665,33.4,2.0,1054.4,113.2,170,232,78,0.35,0.48,82.8,8.1,1.0,NONE,0,191,1054.4
AF-A2RRY8-F1-model_v6,AF,A,269,265,0.8855,24.9,1.5,768.7,90.0,46,160,59,0.17,0.6,108.5,8.5,4.3,NONE,0,240,768.7
AF-A2RSJ4-F1-model_v6,AF,A,1457,1453,0.873,56.1,3.2,5975.1,237.1,364,853,236,0.25,0.59,183.2,16.7,2.8,NONE,0,549,5975.1
AF-A2RSQ0-F1-model_v6,AF,A,1274,1270,0.8188,63.8,5.3,3606.4,198.1,631,477,162,0.5,0.38,121.5,8.6,1.9,NONE,0,871,3606.4
AF-A2RSQ1-F1-model_v6,AF,A,649,645,0.8993,28.5,1.1,3005.3,159.2,180,360,105,0.28,0.56,85.5,8.1,0.8,NONE,0,85,3005.3
AF-A2RST1-F1-model_v6,AF,A,147,143,0.6507,193.1,87.4,1391.5,259.4,122,11,10,0.85,0.08,226.2,0.7,0.9,NONE,0,79,1391.5
AF-A2RSX4-F1-model_v6,AF,A,306,302,0.8316,32.6,3.3,960.4,98.5,86,163,53,0.28,0.54,76.2,14.0,18.9,NONE,0,45,960.4
AF-A2RSX7-F1-model_v6,AF,A,315,311,0.8666,31.0,1.5,1036.1,99.2,121,159,31,0.39,0.51,72.2,5.5,1.4,NONE,0,299,1036.1
AF-A2RSY1-F1-model_v6,AF,A,903,899,0.8398,26.3,2.4,1723.1,85.7,292,404,203,0.32,0.45,70.4,6.6,2.1,NONE,0,470,1723.1
AF-A2RSY6-F1-model_v6,AF,A,728,724,0.8337,35.4,2.7,3253.7,142.2,225,377,122,0.31,0.52,90.9,13.2,1.9,NONE,0,556,3253.7
AF-A2RT60-F1-model_v6,AF,A,483,479,0.8923,34.0,1.3,2429.6,153.7,117,284,78,0.24,0.59,108.7,12.4,0.7,NONE,0,374,2429.6
AF-A2RT62-F1-model_v6,AF,A,479,475,0.8568,49.7,2.1,1798.1,159.1,192,222,61,0.4,0.47,91.0,27.2,1.8,NONE,0,262,1798.1
AF-A2RT67-F1-model_v6,AF,A,1274,1270,0.8561,53.6,3.6,7706.4,257.9,490,627,153,0.39,0.49,125.4,10.1,2.1,NONE,0,434,7706.4
AF-A2RT91-F1-model_v6,AF,A,1465,1461,0.8037,86.9,6.4,3610.4,221.0,876,402,183,0.6,0.28,141.9,5.9,1.1,NONE,0,1066,3610.4
AF-A2RTF1-F1-model_v6,AF,A,1109,1105,0.9377,44.9,1.2,15110.6,493.4,256,687,162,0.23,0.62,160.8,12.1,0.9,NONE,0,1073,15110.6
AF-A2RTL5-F1-model_v6,AF,A,376,372,0.875,182.6,2.4,8511.2,612.3,136,167,69,0.37,0.45,489.9,5.4,6.1,NONE,0,186,8511.2
AF-A2TJV2-F1-model_v6,AF,A,734,730,0.8882,26.4,1.6,2069.7,120.8,121,391,218,0.17,0.54,129.8,8.2,1.7,NONE,0,39,2069.7
AF-A2VDH3-F1-model_v6,AF,A,298,294,0.9179,89.0,1.1,3531.3,335.9,96,132,66,0.33,0.45,264.0,5.7,1.2,NONE,0,273,3531.3
